GEN UID,Bus ID,Unit Type,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,C0,C1,C2,Csu,BUS ID
130,48,CT,G,,,1,209.0,62.7,44.52,-30.1,1,2,60.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0041554964176056,0.3,0.5333333333333333,0.7666666666666666,1.0,,14476.869267253089,11377.001455604071,11717.72925764192,12058.457059679768,,501,24.66,0.008,14,48
137,85,CT,G,,,1,200.0,60.0,42.6,-28.8,1,2,39.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9505145242718447,0.3,0.5333333333333333,0.7666666666666666,1.0,,24197.962154294033,23988.355167394468,24314.410480349354,24640.465793304207,,80,53.6,0.008,24,85
138,85,CT,G,,,1,201.6,60.48,42.94,-29.03,1,2,59.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4253134028498116,0.3,0.5333333333333333,0.7666666666666666,1.0,,17022.494304660246,15997.379912663755,16326.043668122264,16654.707423580792,,194,35.29,0.008,36,85
139,70,WIND,W,,,1,149.8,0.0,21.26,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,70
144,62,CT,G,,,1,52.1,15.63,26.52,-5.78,1,2,3.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9936742340239273,0.3,0.5333333333333333,0.7666666666666666,1.0,,39333.1705962389,22946.433770014562,23031.3711790393,23116.30858806405,,590,52.2,0.008,75,62
147,75,CT,G,,,1,181.7,54.51,38.7,-26.16,1,2,10.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9920883225455048,0.3,0.5333333333333333,0.7666666666666666,1.0,,26898.43312913219,22983.114992721985,23279.336244541475,23575.557496360983,,531,51.42,0.008,22,75
148,83,CT,G,,,1,13.9,4.17,0.0,0.0,1,2,0.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0929875772757078,0.3,0.5333333333333333,0.7666666666666666,1.0,,64608.37037269748,20861.42649199419,20884.087336244535,20906.748180494887,,418,47.68,0.008,7,83
149,52,CT,G,,,1,10.0,3.0,0.0,0.0,1,2,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9156230628945522,0.3,0.5333333333333333,0.7666666666666666,1.0,,30415.13828238719,24902.474526928676,24918.777292576422,24935.080058224154,,38,56.96,0.008,25,52
150,52,CT,G,,,1,10.0,3.0,0.0,0.0,1,2,1.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1148302156430143,0.3,0.5333333333333333,0.7666666666666666,1.0,,31642.21251819505,20452.692867540034,20468.99563318777,20485.298398835515,,77,46.77,0.008,51,52
151,52,CT,G,,,1,40.7,12.21,0.0,0.0,1,2,9.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.61799733096453,0.3,0.5333333333333333,0.7666666666666666,1.0,,26641.226598571575,14092.285298398834,14158.63755458516,14224.989810771462,,353,32.0,0.008,7,52
153,83,PV,S,,,1,19.07,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,83
154,70,PV,S,,,1,134.4,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,70
155,79,CT,G,,,1,30.0,9.0,0.0,0.0,1,2,3.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9455800651937701,0.3,0.5333333333333333,0.7666666666666666,1.0,,48657.35080058225,24113.537117903936,24162.44541484715,24211.3537117904,,507,55.02,0.008,50,79
156,43,CT,G,,,1,661.5,198.45,308.26,-80.7,1,2,63.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0969523361344538,0.3,0.5333333333333333,0.7666666666666666,1.0,,24669.605864665125,20786.026200873363,21864.454148471625,22942.882096069865,,2325,43.19,0.008,70,43
157,16,WIND,W,,,1,21.886696781688173,0.0,42.6,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,16
158,16,PV,S,,,1,28.088598232999026,0.0,34.29,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,16
162,6,WIND,W,,,1,162.5,0.0,23.96,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,6
164,3,PV,S,,,1,30.04,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3
165,82,COAL,C,,,1,1175.4,352.62,547.74,-143.4,12,12,66.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8841376239181747,0.3,0.5333333333333333,0.7666666666666666,1.0,,18148.881165006223,21421.348314606737,27584.494382022473,33747.64044943821,,2367,18.54,0.02,356,82
166,27,CT,G,,,1,927.5,278.25,432.22,-113.15,1,2,207.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.379765644323086,0.3,0.5333333333333333,0.7666666666666666,1.0,,18811.8653311205,16525.473071324603,18037.554585152837,19549.636098981086,,2558,31.66,0.008,21,27
167,76,PV,S,,,1,10.42,0.0,1.63,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,76
168,76,PV,S,,,1,5.21,0.0,0.81,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,76
170,76,PV,S,,,1,11.4,0.0,1.78,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,76
171,76,CT,G,,,1,357.6,107.28,200.26,-22.89,1,2,53.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1404624148174034,0.3,0.5333333333333333,0.7666666666666666,1.0,,20979.357723656663,19993.01310043668,20575.999999999996,21158.98689956331,,406,43.4,0.008,24,76
172,13,PV,S,,,1,14.06,0.0,2.14,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,13
173,13,PV,S,,,1,21.43,0.0,3.26,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,13
174,13,CT,G,,,1,418.0,125.4,234.08,-26.75,1,2,113.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5295849389708038,0.3,0.5333333333333333,0.7666666666666666,1.0,,19546.50369472709,14906.841339155746,15588.296943231448,16269.752547307131,,1556,31.35,0.008,77,13
175,82,COAL,C,,,1,852.2,255.66,397.13,-103.97,12,12,42.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9902722295114069,0.3,0.5333333333333333,0.7666666666666666,1.0,,18477.25936922897,19125.46816479401,23593.932584269663,28062.39700374532,,2029,19.84,0.02,237,82
176,82,CT,G,,,1,1850.8,555.24,1036.45,-118.45,1,2,254.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1595931006914113,0.3,0.5333333333333333,0.7666666666666666,1.0,,17916.739620523673,19663.173216885007,22680.489082969427,25697.80494905386,,2164,32.69,0.008,73,82
177,98,COAL,C,,,1,1108.3,332.49,620.65,-70.93,12,12,15.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9030448037858835,0.3,0.5333333333333333,0.7666666666666666,1.0,,19290.5242431892,20972.84644194756,26784.157303370786,32595.468164794012,,2935,18.86,0.02,145,98
178,81,CT,G,,,1,803.2,240.96,449.79,-51.4,1,2,229.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.061178435649735,0.3,0.5333333333333333,0.7666666666666666,1.0,,21438.245875305183,21486.754002911213,22796.19213973798,24105.630276564774,,799,43.85,0.008,79,81
179,1,CT,G,,,1,109.9,32.97,55.94,-12.2,1,2,6.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3265089899058322,0.3,0.5333333333333333,0.7666666666666666,1.0,,18321.899983179097,17188.93740902475,17368.104803493447,17547.272197962156,,101,38.63,0.008,62,1
180,54,CT,G,,,1,939.6,281.88,526.18,-60.13,1,2,214.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9448272148233929,0.3,0.5333333333333333,0.7666666666666666,1.0,,27090.053922416115,24132.75109170306,25664.558951965053,27196.36681222709,,3039,49.0,0.008,33,54
181,98,COAL,C,,,1,1980.0,594.0,922.68,-241.56,12,12,156.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6404287158054711,0.3,0.5333333333333333,0.7666666666666666,1.0,,19101.010101010103,29573.033707865165,39955.05617977529,50337.0786516854,,1473,19.64,0.02,278,98
182,78,CT,G,,,1,2379.6,713.88,1108.89,-290.31,1,2,282.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0787317411784147,0.3,0.5333333333333333,0.7666666666666666,1.0,,17474.8660773293,21137.11790393013,25016.52401746724,28895.930131004374,,1261,32.54,0.008,24,78
183,1,CT,G,,,1,713.4,214.02,0.0,0.0,1,2,106.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8703068737915861,0.3,0.5333333333333333,0.7666666666666666,1.0,,30899.24927066768,26199.126637554586,27362.165938864633,28525.205240174666,,2955,55.24,0.008,44,1
184,98,CT,G,,,1,570.0,171.0,319.2,-36.48,1,2,52.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2494599473558268,0.3,0.5333333333333333,0.7666666666666666,1.0,,22365.78564314717,18248.90829694323,19178.165938864626,20107.42358078604,,2028,37.99,0.008,76,98
185,117,COAL,C,,,1,1186.8,356.04,553.05,-144.79,12,12,94.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8731460139860141,0.3,0.5333333333333333,0.7666666666666666,1.0,,18451.28314076565,21691.01123595505,27913.93258426966,34136.853932584265,,2454,18.83,0.02,114,117
186,102,CT,G,,,1,1036.0,310.8,580.16,-66.3,1,2,141.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2564754439720858,0.3,0.5333333333333333,0.7666666666666666,1.0,,19043.675315989723,18147.01601164484,19835.98253275109,21524.949053857355,,2012,34.65,0.008,30,102
187,55,COAL,C,,,1,1314.8,394.44,612.7,-160.41,12,12,90.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8209798100495173,0.3,0.5333333333333333,0.7666666666666666,1.0,,18365.08403892761,23069.2883895131,29963.370786516865,36857.45318352059,,2229,19.15,0.02,272,55
188,27,PV,S,,,1,18.74,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,27
189,27,CT,G,,,1,746.0,223.8,417.76,-47.74,1,2,48.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1556237078568794,0.3,0.5333333333333333,0.7666666666666666,1.0,,25291.002805842712,19730.713245997085,20946.899563318784,22163.08588064046,,3562,40.21,0.008,71,27
193,58,CT,G,,,1,1734.0,520.2,971.04,-110.98,1,2,457.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7770079047619048,0.3,0.5333333333333333,0.7666666666666666,1.0,,26987.262473788218,29344.978165938857,32171.877729257645,34998.77729257641,,1040,55.64,0.008,49,58
194,7,WIND,W,,,1,41.978132608704016,0.0,58.95,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,7
195,40,CT,G,,,1,1280.0,384.0,716.8,-81.92,1,2,238.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9047290839782836,0.3,0.5333333333333333,0.7666666666666666,1.0,,26085.75327510917,25202.3289665211,27289.082969432315,29375.836972343513,,2874,49.18,0.008,11,40
197,87,CT,G,,,1,427.7,128.31,199.31,-52.18,1,2,9.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4491534553259198,0.3,0.5333333333333333,0.7666666666666666,1.0,,19708.79562903571,15734.206695778748,16431.475982532753,17128.745269286752,,1402,33.18,0.008,76,87
201,42,CT,G,,,1,603.6,181.08,281.28,-73.64,1,2,159.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9039355169309605,0.3,0.5333333333333333,0.7666666666666666,1.0,,26950.280199443805,25224.45414847161,26208.489082969434,27192.524017467265,,1182,53.74,0.008,53,42
202,115,CT,G,,,1,788.4,236.52,441.5,-50.46,1,2,61.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8461888827666679,0.3,0.5333333333333333,0.7666666666666666,1.0,,27422.900771521854,26945.85152838427,28231.16157205241,29516.47161572052,,1054,56.45,0.008,19,115
203,99,CT,G,,,1,803.2,240.96,449.79,-51.4,1,2,119.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5115193237740507,0.3,0.5333333333333333,0.7666666666666666,1.0,,20157.934805175224,15085.00727802038,16394.445414847156,17703.883551673945,,3625,29.19,0.008,59,99
204,28,WIND,W,,,1,133.89061370331606,0.0,451.92,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,28
205,77,WIND,W,,,1,171.60641493126695,0.0,469.73,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,77
206,22,WIND,W,,,1,312.2922762223838,0.0,862.01,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,22
207,89,CT,G,,,1,634.7,190.41,295.77,-77.43,1,2,96.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7024017388658246,0.3,0.5333333333333333,0.7666666666666666,1.0,,14447.078333607391,13393.59534206696,14428.331877729253,15463.068413391557,,975,26.44,0.008,28,89
208,86,CT,G,,,1,153.9,46.17,86.18,-9.85,1,2,45.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7015880597014919,0.3,0.5333333333333333,0.7666666666666666,1.0,,17085.666425484702,13400.000000000004,13650.899563318775,13901.79912663755,,420,29.66,0.008,43,86
209,89,CT,G,,,1,590.6,177.18,275.22,-72.05,1,2,110.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7846784122499202,0.3,0.5333333333333333,0.7666666666666666,1.0,,13334.426685713242,12776.12809315866,13738.969432314412,14701.810771470162,,673,25.32,0.008,28,89
210,106,PV,S,,,1,4.1,0.0,0.66,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,106
211,106,CT,G,,,1,536.4,160.92,300.38,-34.33,1,2,32.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9880583431101692,0.3,0.5333333333333333,0.7666666666666666,1.0,,27019.013953609538,23076.855895196506,23951.33624454149,24825.816593886462,,1821,49.27,0.008,40,106
212,92,CT,G,,,1,230.0,69.0,128.8,-14.72,1,2,24.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7028458919447769,0.3,0.5333333333333333,0.7666666666666666,1.0,,13347.623568128602,13390.101892285296,13765.065502183405,14140.029112081509,,61,29.13,0.008,28,92
213,90,CT,G,,,1,35.0,10.5,16.31,-4.27,1,2,1.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0452742132657142,0.3,0.5333333333333333,0.7666666666666666,1.0,,24493.32501559575,21813.682678311503,21870.7423580786,21927.802037845715,,66,49.72,0.008,7,90
215,90,CT,G,,,1,923.8,277.14,517.33,-59.12,1,2,51.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1509029256608818,0.3,0.5333333333333333,0.7666666666666666,1.0,,20072.6384514566,19811.64483260553,21317.694323144096,22823.743813682675,,1258,39.21,0.008,50,90
216,68,CT,G,,,1,48.0,14.4,26.88,-3.07,1,2,2.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5746360434258133,0.3,0.5333333333333333,0.7666666666666666,1.0,,25580.873362445414,14480.349344978173,14558.602620087335,14636.855895196511,,369,32.84,0.008,57,68
217,68,PV,S,,,1,15.82,0.0,2.8,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,68
218,68,PV,S,,,1,21.83,0.0,3.86,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,68
219,68,PV,S,,,1,14.87,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,68
220,68,CT,G,,,1,815.0,244.5,456.4,-52.16,1,2,177.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1132456371260038,0.3,0.5333333333333333,0.7666666666666666,1.0,,21701.28325340906,20481.804949053854,21810.480349344976,23139.1557496361,,1533,41.47,0.008,25,68
222,90,CT,G,,,1,878.4,263.52,409.33,-107.16,1,2,57.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861921807124236,0.3,0.5333333333333333,0.7666666666666666,1.0,,25340.00406190427,23120.524017467254,24552.55895196507,25984.593886462866,,2327,47.09,0.008,65,90
223,100,CT,G,,,1,453.2,135.96,253.79,-29.0,1,2,15.61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1355680102070405,0.3,0.5333333333333333,0.7666666666666666,1.0,,28687.22811101647,20079.184861717615,20818.02620087336,21556.867540029125,,2943,42.96,0.008,17,100
224,100,CT,G,,,1,252.0,75.6,0.0,0.0,1,2,45.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9091926031690754,0.3,0.5333333333333333,0.7666666666666666,1.0,,26278.406691157783,25078.602620087335,25489.43231441049,25900.26200873361,,289,55.75,0.008,57,100
225,86,PV,S,,,1,11.49,0.0,2.07,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,86
226,86,CT,G,,,1,102.7,30.81,57.51,-6.57,1,2,24.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9427687181771128,0.3,0.5333333333333333,0.7666666666666666,1.0,,26205.140235476203,24185.443959243083,24352.873362445407,24520.30276564775,,156,54.7,0.008,75,86
227,54,CT,G,,,1,1189.9,356.97,666.34,-76.15,1,2,13.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1546185806527702,0.3,0.5333333333333333,0.7666666666666666,1.0,,18341.947132176167,19747.889374090242,21687.755458515287,23627.62154294032,,663,37.29,0.008,49,54
228,44,CT,G,,,1,10.2,3.06,5.19,-1.13,1,2,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.990269519041117,0.3,0.5333333333333333,0.7666666666666666,1.0,,52689.22978565517,23025.32751091702,23041.95633187773,23058.585152838437,,208,52.66,0.008,31,44
229,44,CT,G,,,1,918.3,275.49,514.25,-58.77,1,2,56.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1688514326647563,0.3,0.5333333333333333,0.7666666666666666,1.0,,21144.218330149644,19507.423580786028,21004.50655021833,22501.589519650654,,2112,38.55,0.008,7,44
230,91,CT,G,,,1,1690.0,507.0,787.54,-206.18,1,2,453.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9852493464997797,0.3,0.5333333333333333,0.7666666666666666,1.0,,21403.841416673124,23142.64919941776,25897.816593886455,28652.98398835518,,1637,41.73,0.008,66,91
231,91,CT,G,,,1,101.9,30.57,57.06,-6.52,1,2,7.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8321457063323119,0.3,0.5333333333333333,0.7666666666666666,1.0,,20826.04601651589,12445.123726346432,12611.248908296944,12777.374090247447,,600,27.82,0.008,48,91
232,91,COAL,C,,,1,939.7,281.91,526.23,-60.14,12,12,34.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9874200907981449,0.3,0.5333333333333333,0.7666666666666666,1.0,,18471.832316393906,19180.71161048689,24107.97752808989,29035.24344569288,,2470,18.48,0.02,368,91
234,91,CT,G,,,1,643.6,193.08,360.42,-41.19,1,2,145.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4352384379982035,0.3,0.5333333333333333,0.7666666666666666,1.0,,21153.70032649317,15886.754002911213,16936.0,17985.245997088798,,2859,32.09,0.008,25,91
235,65,CT,G,,,1,4008.4,1202.52,1867.91,-489.02,1,2,1030.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.756270487814298,0.3,0.5333333333333333,0.7666666666666666,1.0,,23375.97638961093,30149.63609898109,36684.4366812227,43219.237263464354,,1913,42.32,0.008,11,65
239,33,CT,G,,,1,15.0,4.5,8.4,-0.96,1,2,3.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4775022976796837,0.3,0.5333333333333333,0.7666666666666666,1.0,,56064.24065987385,15432.314410480341,15456.76855895196,15481.222707423578,,419,35.24,0.008,4,33
241,15,COAL,C,,,1,1176.0,352.8,658.56,-75.26,12,12,73.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8648580708055413,0.3,0.5333333333333333,0.7666666666666666,1.0,,19584.290045606256,21898.876404494382,28065.168539325838,34231.46067415729,,2972,19.38,0.02,238,15
242,52,CT,G,,,1,1795.4,538.62,836.66,-219.04,1,2,84.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9299296732522796,0.3,0.5333333333333333,0.7666666666666666,1.0,,23846.420097032704,24519.359534206695,27446.358078602625,30373.356622998537,,3296,44.18,0.008,17,52
243,88,CT,G,,,1,376.9,113.07,211.06,-24.12,1,2,106.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.988869208625827,0.3,0.5333333333333333,0.7666666666666666,1.0,,22498.598654541398,23057.933042212517,23672.384279475977,24286.83551673945,,37,50.29,0.008,59,88
244,33,CT,G,,,1,215.2,64.56,120.51,-13.77,1,2,47.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1266653739373103,0.3,0.5333333333333333,0.7666666666666666,1.0,,19891.00250537058,20237.84570596798,20588.681222707422,20939.516739446877,,8,44.91,0.008,75,33
246,80,CT,G,,,1,689.4,206.82,386.06,-44.12,1,2,198.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9048440578102798,0.3,0.5333333333333333,0.7666666666666666,1.0,,27820.758213057026,25199.126637554582,26323.039301310047,27446.951965065502,,1850,53.11,0.008,51,80
250,80,COAL,C,,,1,410.0,123.0,191.06,-50.02,12,12,24.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3054924848328384,0.3,0.5333333333333333,0.7666666666666666,1.0,,22025.897506166075,14507.490636704119,16657.303370786514,18807.11610486891,,2184,18.99,0.02,153,80
253,25,CT,G,,,1,1088.2,326.46,609.39,-69.64,1,2,159.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9640035545927849,0.3,0.5333333333333333,0.7666666666666666,1.0,,26488.79411294963,23652.69286754003,25426.75982532751,27200.82678311499,,3636,46.91,0.008,18,25
256,23,CT,G,,,1,932.0,279.6,434.31,-113.7,1,2,105.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.505042213681783,0.3,0.5333333333333333,0.7666666666666666,1.0,,16458.97333058455,15149.927219796218,16669.344978165936,18188.762736535657,,1950,28.48,0.008,32,23
257,79,CT,G,,,1,229.6,68.88,128.58,-14.69,1,2,42.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1243363833421858,0.3,0.5333333333333333,0.7666666666666666,1.0,,22926.755950479026,20279.767103347887,20654.078602620088,21028.39010189228,,485,44.91,0.008,26,79
259,8,CT,G,,,1,892.0,267.6,415.67,-108.82,1,2,56.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6385438661087859,0.3,0.5333333333333333,0.7666666666666666,1.0,,17521.214091291833,13915.574963609903,15369.781659388638,16823.988355167407,,3228,25.92,0.008,22,8
261,108,COAL,C,,,1,1444.0,433.2,672.9,-176.17,12,12,111.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7820638942158985,0.3,0.5333333333333333,0.7666666666666666,1.0,,17409.470156763877,24217.228464419473,31788.76404494382,39360.29962546815,,1423,19.04,0.02,321,108
262,17,CT,G,,,1,517.0,155.1,289.52,-33.09,1,2,7.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8798292159065383,0.3,0.5333333333333333,0.7666666666666666,1.0,,27215.961754495624,25915.574963609884,26758.42794759827,27601.280931586603,,804,55.9,0.008,17,17
263,29,CT,G,,,1,263.6,79.08,147.62,-16.87,1,2,37.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7588286092834202,0.3,0.5333333333333333,0.7666666666666666,1.0,,12522.466725420942,12963.901018922854,13393.641921397379,13823.382823871909,,9,27.93,0.008,10,29
264,29,CT,G,,,1,44.2,13.26,24.75,-2.83,1,2,9.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.881980844366485,0.3,0.5333333333333333,0.7666666666666666,1.0,,16940.123324573364,12115.574963609895,12187.633187772928,12259.69141193595,,149,27.45,0.008,27,29
265,70,PV,S,,,1,139.16,0.0,22.96,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,70
