GEN UID,Bus ID,Unit Type,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,C0,C1,C2,Csu
104,74,WIND,W,,,1,13.00007328143217,0.0,13.42,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,3004.4783168463387,9013.434950539016,15022.391584231702,,0,0.0,0.0016,0
105,74,CT,G,,,1,249.0,74.7,53.04,-35.86,1,2,18.55,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,5110.480349344978,846.6869868995633,851.4039965065497,856.1210061135373,,49,33.04,0.0016,47
106,50,PV,S,,,1,400.0,0.0,25.56,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,2844444.4444444436,8533333.33333333,14222222.222222222,,0,0.0,0.0016,0
107,120,CT,G,,,1,150.0,45.0,31.95,-21.6,1,2,13.85,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,3406.113537117904,831.1353711790392,832.8471615720521,834.5589519650661,,191,54.18,0.0016,52
108,94,CT,G,,,1,169.5,50.85,36.1,-24.41,1,2,31.2,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,4589.082969432315,779.8776419213974,782.0634270742356,784.2492122270744,,155,44.93,0.0016,62
109,77,WIND,W,,,1,199.9999318490493,0.0,31.95,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,711110.6264822108,2133331.879446632,3555553.1324110543,,0,0.0,0.0016,0
110,2,WIND,W,,,1,338.599998942999,0.0,61.47,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,2038221.4983857581,6114664.495157274,10191107.491928793,,0,0.0,0.0016,0
111,70,PV,S,,,1,32.0,0.0,3.69,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,18204.444444444445,54613.33333333333,91022.22222222222,,0,0.0,0.0016,0
112,82,CT,G,,,1,250.0,75.0,140.0,-16.0,1,2,15.92,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,6113.53711790393,1287.748665696264,1292.503639010189,1297.2586123241147,,329,50.22,0.0016,56
113,30,WIND,W,,,1,150.0001006265589,0.0,42.6,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,400000.53667516075,1200001.610025482,2000002.6833758045,,0,0.0,0.0016,0
114,30,CT,G,,,1,165.6,49.68,35.27,-23.85,1,2,7.55,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,5640.524017467248,773.1509659388646,775.237323458515,777.3236809781663,,317,45.6,0.0016,78
115,30,WIND,W,,,1,150.0001006265589,0.0,42.6,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,400000.53667516075,1200001.610025482,2000002.6833758045,,0,0.0,0.0016,0
116,120,PV,S,,,1,199.3333333333333,0.0,12.74,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,706378.2716049379,2119134.8148148134,3531891.35802469,,0,0.0,0.0016,0
117,30,WIND,W,,,1,10.0000765408814,0.0,12.78,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,1777.8049924175382,5333.414977252614,8889.02496208769,,0,0.0,0.0016,0
118,93,CT,G,,,1,225.0,67.5,47.93,-32.4,1,2,24.28,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,6975.982532751092,555.2620087336244,559.1135371179041,562.9650655021833,,306,23.92,0.0016,71
119,93,WIND,W,,,1,199.9999881797006,0.0,31.95,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,711111.0270556512,2133333.0811669533,3555555.135278256,,0,0.0,0.0016,0
120,93,WIND,W,,,1,117.5999879336357,0.0,14.4,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,245862.3495465113,737587.0486395338,1229311.7477325567,,0,0.0,0.0016,0
121,53,CT,G,,,1,1097.4,329.22,511.39,-133.88,1,2,119.29,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,3833.7117903930134,4305.296677729259,4396.918300227074,4488.539922724892,,1850,37.04,0.0016,8
122,81,CT,G,,,1,243.3,72.99,113.38,-29.68,1,2,67.83,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,2231.1353711790393,759.4388157205241,763.9423376768559,768.4458596331879,,343,30.31,0.0016,21
123,50,PV,S,,,1,6.666666666666667,0.0,1.02,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,790.1234567901236,2370.370370370371,3950.6172839506175,,0,0.0,0.0016,0
124,98,CT,G,,,1,44.0,13.2,0.0,0.0,1,2,8.2,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,115.28384279475982,219.67378942261033,219.82107947598257,219.96836952935462,,107,48.94,0.0016,6
125,50,WIND,W,,,1,174.1999763095554,0.0,26.45,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,539477.8977111051,1618433.693133315,2697389.4885555264,,0,0.0,0.0016,0
126,50,PV,S,,,1,300.0,0.0,19.17,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,1599999.9999999998,4800000.0,7999999.999999999,,0,0.0,0.0016,0
127,50,PV,S,,,1,385.0,0.0,24.6,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,2635111.11111111,7905333.33333333,13175555.55555556,,0,0.0,0.0016,0
128,50,WIND,W,,,1,249.4999759911978,0.0,42.49,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,1106670.898126369,3320012.6943791076,5533354.490631849,,0,0.0,0.0016,0
129,48,CT,G,,,1,126.5,37.95,26.94,-18.22,1,2,35.81,1,1,1,1,1,1,1,2.29,0.30000000000000004,0.5333333333333333,0.7666666666666666,1.0,,2817.2489082969432,491.1968607472101,492.4143050946139,493.6317494420189,,357,37.94,0.0016,51
130,48,CT,G,,,1,209.0,62.7,44.52,-30.1,1,2,60.41,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,1277.7292576419213,531.0810674429889,534.4042992721976,537.7275311014074,,501,24.66,0.0016,14
131,48,WIND,W,,,1,100.0000409955779,0.0,31.95,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,177777.92353986242,533333.7706195873,888889.6176993119,,0,0.0,0.0016,0
132,48,WIND,W,,,1,147.0000420015917,0.0,41.96,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,384160.21952835075,1152480.6585850522,1920801.0976417528,,0,0.0,0.0016,0
133,18,WIND,W,,,1,139.8039647700775,0.0,38.34,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,347469.30782992125,1042407.9234897638,1737346.5391496064,,0,0.0,0.0016,0
134,18,WIND,W,,,1,6.178165706542476e-05,0.0,1.92,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,6.785730043999553e-08,2.0357190131998658e-07,3.3928650219997774e-07,,0,0.0,0.0016,0
135,18,WIND,W,,,1,187.3297783473275,0.0,42.62,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,623865.7041006016,1871597.1123018048,3119328.5205030097,,0,0.0,0.0016,0
136,85,WIND,W,,,1,153.0000242562797,0.0,43.24,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,416160.1319541719,1248480.3958625156,2080800.6597708599,,0,0.0,0.0016,0
137,85,CT,G,,,1,200.0,60.0,42.6,-28.8,1,2,39.62,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,2096.069868995633,1097.7195536147503,1100.7627365356616,1103.8059194565749,,80,53.6,0.0016,24
138,85,CT,G,,,1,201.6,60.48,42.94,-29.03,1,2,59.83,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,3169.257641921397,730.430546724891,733.5226153362437,736.614683947599,,194,35.29,0.0016,36
139,70,WIND,W,,,1,149.799988246077,0.0,21.26,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,398933.98184044095,1196801.9455213228,1994669.909202205,,0,0.0,0.0016,0
140,2,WIND,W,,,1,250.5999989428539,0.0,42.73,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,1116450.8350250374,3349352.505075112,5582254.175125189,,0,0.0,0.0016,0
141,14,WIND,W,,,1,229.9999967377302,0.0,38.34,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,940444.4177663269,2821333.2532989806,4702222.088831637,,0,0.0,0.0016,0
142,14,PV,S,,,1,703.3333333333334,0.0,44.94,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,8794271.604938272,26382814.81481482,43971358.02469135,,0,0.0,0.0016,0
143,53,WIND,W,,,1,238.4999880303343,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,1011239.8984972372,3033719.6954917116,5056199.492486187,,0,0.0,0.0016,0
144,62,CT,G,,,1,52.1,15.63,26.52,-5.78,1,2,3.83,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,1706.3318777292577,277.47706686074713,277.6835780145561,277.8900891683651,,590,52.2,0.0016,75
145,66,WIND,W,,,1,100.0000360514749,0.0,31.95,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,177777.90596082265,533333.717882468,888889.5298041141,,0,0.0,0.0016,0
146,75,WIND,W,,,1,267.9999991911224,0.0,46.43,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,1276871.1034034065,3830613.310210219,6384355.517017033,,0,0.0,0.0016,0
147,75,CT,G,,,1,181.7,54.51,38.7,-26.16,1,2,10.51,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,1745.589519650655,956.4663314895681,958.9780902241624,961.4898489587578,,531,51.42,0.0016,22
148,83,CT,G,,,1,13.9,4.17,0.0,0.0,1,2,0.64,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,42.48908296943231,67.55556467734114,67.57026401164481,67.58496334594857,,418,47.68,0.0016,7
149,52,CT,G,,,1,10.0,3.0,0.0,0.0,1,2,0.19,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,109.17030567685589,58.05143134400776,58.05903930131004,58.066647258612335,,38,56.96,0.0016,25
150,52,CT,G,,,1,10.0,3.0,0.0,0.0,1,2,1.78,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,222.707423580786,47.66860747210093,47.676215429403186,47.6838233867055,,77,46.77,0.0016,51
151,52,CT,G,,,1,40.7,12.21,0.0,0.0,1,2,9.28,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,124.410480349345,132.9295571081999,133.05558216011644,133.18160721203304,,353,32.0,0.0016,7
152,52,PV,S,,,1,14.66666666666667,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,3824.197530864198,11472.592592592595,19120.987654320998,,0,0.0,0.0016,0
153,83,PV,S,,,1,18.33333333333334,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,5975.308641975312,17925.925925925934,29876.543209876563,,0,0.0,0.0016,0
154,70,PV,S,,,1,132.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,309760.0,929280.0000000001,1548800.0,,0,0.0,0.0016,0
155,79,CT,G,,,1,30.0,9.0,0.0,0.0,1,2,3.44,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,655.0218340611353,168.30567685589523,168.37414847161563,168.44262008733645,,507,55.02,0.0016,50
156,43,CT,G,,,1,661.5,198.45,308.26,-80.7,1,2,63.37,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,20220.524017467247,2970.5297816593893,3003.8208524017464,3037.111923144104,,2325,43.19,0.0016,70
157,16,WIND,W,,,1,249.9999989733363,0.0,42.6,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,1111111.1019852113,3333333.3059556335,5555555.509926058,,0,0.0,0.0016,0
158,16,PV,S,,,1,536.6666666666667,0.0,34.29,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,5120197.530864199,15360592.592592597,25600987.654320993,,0,0.0,0.0016,0
159,38,WIND,W,,,1,1.455330936732537e-05,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,3.765312240730317e-09,1.1295936722190948e-08,1.8826561203651588e-08,,0,0.0,0.0016,0
160,108,PV,S,,,1,4.666666666666667,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,387.1604938271605,1161.4814814814815,1935.8024691358032,,0,0.0,0.0016,0
161,74,PV,S,,,1,100.0,0.0,6.39,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,177777.77777777772,533333.3333333331,888888.8888888889,,0,0.0,0.0016,0
162,6,WIND,W,,,1,162.499984420327,0.0,23.96,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,469444.35442856036,1408333.063285681,2347221.772142801,,0,0.0,0.0016,0
163,120,WIND,W,,,1,185.3999876467921,0.0,28.84,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,611078.3185676562,1833234.9557029686,3055391.5928382813,,0,0.0,0.0016,0
164,3,PV,S,,,1,33.33333333333334,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,19753.086419753094,59259.259259259285,98765.43209876551,,0,0.0,0.0016,0
165,82,COAL,C,,,1,1175.4,352.62,547.74,-143.4,12,12,66.56,1,1,1,1,1,1,1,1.78,0.3,0.5333333333333333,0.7666666666666666,1.0,,235080.0,3098.0902651685406,3233.3146204044924,3368.5389756404516,,2367,18.54,0.0016,356
166,27,CT,G,,,1,927.5,278.25,432.22,-113.15,1,2,207.82,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,8505.458515283843,3108.902595827269,3174.3505240174654,3239.7984522076695,,2558,31.66,0.0016,21
167,76,PV,S,,,1,10.66666666666667,0.0,1.63,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,2022.7160493827166,6068.14814814815,10113.580246913589,,0,0.0,0.0016,0
168,76,PV,S,,,1,5.333333333333334,0.0,0.81,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,505.67901234567904,1517.0370370370372,2528.3950617283954,,0,0.0,0.0016,0
169,76,WIND,W,,,1,1.547366779123746e-05,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,4.256611465130304e-09,1.276983439539091e-08,2.1283057325651515e-08,,0,0.0,0.0016,0
170,76,PV,S,,,1,11.66666666666667,0.0,1.78,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,2419.753086419754,7259.259259259262,12098.76543209877,,0,0.0,0.0016,0
171,76,CT,G,,,1,357.6,107.28,200.26,-22.89,1,2,53.95,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,3747.7729257641927,1598.7249746724888,1608.453860052401,1618.182745432315,,406,43.4,0.0016,24
172,13,PV,S,,,1,14.0,0.0,2.14,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,3484.444444444443,10453.33333333333,17422.222222222223,,0,0.0,0.0016,0
173,13,PV,S,,,1,21.33333333333334,0.0,3.26,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,8090.8641975308665,24272.5925925926,40454.320987654355,,0,0.0,0.0016,0
174,13,CT,G,,,1,418.0,125.4,234.08,-26.75,1,2,113.34,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,14055.021834061135,1358.964444444444,1372.2573717612804,1385.5502990781185,,1556,31.35,0.0016,77
175,82,COAL,C,,,1,852.2,255.66,397.13,-103.97,12,12,42.03,1,1,1,1,1,1,1,1.78,0.3,0.5333333333333333,0.7666666666666666,1.0,,113467.0786516854,2343.2925313358296,2414.375671730338,2485.4588121248435,,2029,19.84,0.0016,237
176,82,CT,G,,,1,1850.8,555.24,1036.45,-118.45,1,2,254.49,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,58999.301310043666,6630.124162639494,6890.731745537117,7151.3393284347385,,2164,32.69,0.0016,73
177,98,COAL,C,,,1,1108.3,332.49,620.65,-70.93,12,12,15.58,1,1,1,1,1,1,1,1.78,0.30000000000000004,0.5333333333333333,0.7666666666666666,1.0,,90282.86516853933,2954.722265418226,3074.9482142022457,3195.1741629862677,,2935,18.86,0.0016,145
178,81,CT,G,,,1,803.2,240.96,449.79,-51.4,1,2,229.65,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,27708.64628820961,3676.3239530325086,3725.4051862358065,3774.486419439107,,799,43.85,0.0016,79
179,1,CT,G,,,1,109.9,32.97,55.94,-12.2,1,2,6.45,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,2975.4585152838426,434.21815274138794,435.1370425851524,436.0559324289186,,101,38.63,0.0016,62
180,54,CT,G,,,1,939.6,281.88,526.18,-60.13,1,2,214.7,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,13540.087336244542,4811.102127510918,4878.268838567685,4945.435549624453,,3039,49.0,0.0016,33
181,98,COAL,C,,,1,1980.0,594.0,922.68,-241.56,12,12,156.5,1,1,1,1,1,1,1,1.78,0.3,0.5333333333333333,0.7666666666666666,1.0,,309235.9550561798,5782.786516853933,6166.506067415729,6550.22561797753,,1473,19.64,0.0016,278
182,78,CT,G,,,1,2379.6,713.88,1108.89,-290.31,1,2,282.78,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,24939.03930131004,8659.028415720522,9089.828705816592,9520.628995912664,,1261,32.54,0.0016,24
183,1,CT,G,,,1,713.4,214.02,0.0,0.0,1,2,106.07,1,1,1,1,1,1,1,2.29,0.30000000000000004,0.5333333333333333,0.7666666666666666,1.0,,13707.248908296942,4084.535874235805,4123.255778655022,4161.975683074236,,2955,55.24,0.0016,44
184,98,CT,G,,,1,570.0,171.0,319.2,-36.48,1,2,52.87,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,18917.03056768559,2250.5458515283844,2275.264104803492,2299.982358078605,,2028,37.99,0.0016,76
185,117,COAL,C,,,1,1186.8,356.04,553.05,-144.79,12,12,94.72,1,1,1,1,1,1,1,1.78,0.30000000000000004,0.5333333333333333,0.7666666666666666,1.0,,76008.53932584269,3175.6189932584257,3313.4791036404495,3451.339214022472,,2454,18.83,0.0016,114
186,102,CT,G,,,1,1036.0,310.8,580.16,-66.3,1,2,141.34,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,13572.052401746725,3803.4822319262494,3885.138133333334,3966.794034740418,,2012,34.65,0.0016,30
187,55,COAL,C,,,1,1314.8,394.44,612.7,-160.41,12,12,90.71,1,1,1,1,1,1,1,1.78,0.3,0.5333333333333333,0.7666666666666666,1.0,,200913.25842696626,3602.686598751561,3771.887603415727,3941.088608079901,,2229,19.15,0.0016,272
188,27,PV,S,,,1,19.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,6417.777777777777,19253.333333333332,32088.888888888887,,0,0.0,0.0016,0
189,27,CT,G,,,1,746.0,223.8,417.76,-47.74,1,2,48.67,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,23129.2576419214,3132.0344881125666,3174.3739877729254,3216.7134874332874,,3562,40.21,0.0016,71
190,58,PV,S,,,1,16.0,0.0,2.44,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,4551.111111111111,13653.333333333332,22755.555555555555,,0,0.0,0.0016,0
191,58,PV,S,,,1,41.33333333333334,0.0,6.31,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,30372.345679012356,91117.03703703707,151861.7283950618,,0,0.0,0.0016,0
192,58,WIND,W,,,1,332.5999964111627,0.0,158.26,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,1966626.802003652,5899880.406010956,9833134.01001826,,0,0.0,0.0016,0
193,58,CT,G,,,1,1734.0,520.2,971.04,-110.98,1,2,457.64,1,1,1,1,1,1,1,2.29,0.30000000000000004,0.5333333333333333,0.7666666666666666,1.0,,37103.05676855895,10239.03021834061,10467.782931004362,10696.535643668121,,1040,55.64,0.0016,49
194,7,WIND,W,,,1,176.4999950015191,0.0,58.95,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,553817.7464095335,1661453.2392286006,2769088.732047668,,0,0.0,0.0016,0
195,40,CT,G,,,1,1280.0,384.0,716.8,-81.92,1,2,238.81,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,6148.471615720524,6636.747210092188,6761.395982532751,6886.0447549733135,,2874,49.18,0.0016,11
196,87,PV,S,,,1,10.66666666666667,0.0,1.63,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,2022.7160493827166,6068.14814814815,10113.580246913589,,0,0.0,0.0016,0
197,87,CT,G,,,1,427.7,128.31,199.31,-52.18,1,2,9.57,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,14194.410480349345,1470.814022901504,1484.731053018923,1498.6480831363415,,1402,33.18,0.0016,76
198,43,PV,S,,,1,20.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,7111.1111111111095,21333.33333333333,35555.55555555556,,0,0.0,0.0016,0
199,63,WIND,W,,,1,129.9999691273388,0.0,44.8,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,300444.3017441607,901332.9052324821,1502221.5087208038,,0,0.0,0.0016,0
200,63,PV,S,,,1,34.66666666666667,0.0,5.29,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,21364.938271604944,64094.814814814825,106824.69135802472,,0,0.0,0.0016,0
201,42,CT,G,,,1,603.6,181.08,281.28,-73.64,1,2,159.43,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,13969.781659388647,3354.6242934497814,3382.3425894847146,3410.060885519656,,1182,53.74,0.0016,53
202,115,CT,G,,,1,788.4,236.52,441.5,-50.46,1,2,61.5,1,1,1,1,1,1,1,2.29,0.30000000000000004,0.5333333333333333,0.7666666666666666,1.0,,6541.3100436681225,4619.179367685587,4666.468494812227,4713.757621938865,,1054,56.45,0.0016,19
203,99,CT,G,,,1,803.2,240.96,449.79,-51.4,1,2,119.51,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,20693.799126637554,2476.551260164968,2525.6324933682677,2574.71372657157,,3625,29.19,0.0016,59
204,28,WIND,W,,,1,856.9999804088067,0.0,451.92,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,13056870.514145687,39170611.54243706,65284352.57072843,,0,0.0,0.0016,0
205,77,WIND,W,,,1,1057.999956964386,0.0,469.73,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,19899802.825540308,59699408.47662093,99499014.12770158,,0,0.0,0.0016,0
206,22,WIND,W,,,1,1799.800026503209,0.0,862.01,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,57587202.40712802,172761607.22138408,287936012.0356402,,0,0.0,0.0016,0
207,89,CT,G,,,1,634.7,190.41,295.77,-77.43,1,2,96.48,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,7760.52401746725,1764.6310651140227,1795.2792714759826,1825.9274778379431,,975,26.44,0.0016,28
